key;gender;frequency;probability;yoform;full_form
гелий;М;443;5.497085496145904e-06;;[]
гений;М;6000;7.44526252299671e-05;;[]
геннадий;М;312000;0.003871536511958289;;[]
генрих;М;8000;9.927016697328946e-05;;[]
георгий;М;201000;0.0024941629452038976;;[]
геракл;М;443;5.497085496145904e-06;;[]
герасим;М;5000;6.204385435830592e-05;;[]
гервасий;М;66;8.189788775296381e-07;;[]
герман;М;84000;0.0010423367532195393;;[]
гермес;М;5000;6.204385435830592e-05;;[]
гермоген;М;142;1.762045463775888e-06;;[]
герон;М;183;2.2708050695139965e-06;;[]
геронтий;М;104;1.290512170652763e-06;;[]
гиацинт;М;168;2.0846735064390785e-06;;[]
гигант;М;10000;0.00012408770871661184;;[]
гиларий;М;2;2.4817541743322366e-08;;[]
глеб;М;117000;0.0014518261919843583;;[]
гликерий;М;4;4.963508348664473e-08;;[]
гораций;М;145;1.7992717763908716e-06;;[]
горгий;М;60;7.44526252299671e-07;;[]
горгоний;М;24;2.978105009198684e-07;;[]
гордей;М;7000;8.686139610162828e-05;;[]
гордий;М;1000;1.2408770871661182e-05;;[]
горислав;М;150;1.8613156307491774e-06;;[]
градислав;М;22;2.72992959176546e-07;;[]
григорий;М;210000;0.0026058418830488483;;[]
гурий;М;2000;2.4817541743322365e-05;;[]
гурьян;М;330;4.094894387648191e-06;;[]
давид;М;111000;0.0013773735667543913;;[]
давыд;М;3000;3.722631261498355e-05;;[]
далмат;М;53;6.576648561980427e-07;;[]
дан;М;11000;0.00013649647958827301;;[]
даниил;М;303000;0.0037598575741133386;;[]
данил;М;451000;0.005596355663119193;;[]
данила;М;110000;0.0013649647958827301;;[]
данило;М;6000;7.44526252299671e-05;;[]
дарий;М;3000;3.722631261498355e-05;;[]
дасий;М;12;1.489052504599342e-07;;[]
декабрист;М;258;3.2014628848885852e-06;;[]
дементий;М;2000;2.4817541743322365e-05;;[]
демид;М;6000;7.44526252299671e-05;;[]
демокрит;М;85;1.0547455240912005e-06;;[]
демьян;М;9000;0.00011167893784495065;;[]
денис;М;1000000;0.012408770871661184;;[]
денисий;М;41;5.087596057381085e-07;;[]
дим;М;1000;1.2408770871661182e-05;;[]
димитрий;М;1200;1.4890525045993419e-05;;[]
диомид;М;20;2.4817541743322367e-07;;[]
дионис;М;300;3.7226312614983547e-06;;[]
дионисий;М;85;1.0547455240912005e-06;;[]
дмитрий;М;300000;0.0037226312614983548;;[]
добромир;М;52;6.452560853263815e-07;;[]
доброслав;М;100;1.2408770871661182e-06;;[]
добрыня;М;300;3.7226312614983547e-06;;[]
доминик;М;300;3.7226312614983547e-06;;[]
донат;М;200;2.4817541743322365e-06;;[]
доримедонт;М;2;2.4817541743322366e-08;;[]
дормедонт;М;3;3.722631261498355e-08;;[]
дорофей;М;200;2.4817541743322365e-06;;[]
досифей;М;3;3.722631261498355e-08;;[]
драгомир;М;200;2.4817541743322365e-06;;[]
евангел;М;1;1.2408770871661183e-08;;[]
евген;М;2300;2.854017300482072e-05;;[]
евгений;М;200000;0.0024817541743322367;;[]
евграф;М;100;1.2408770871661182e-06;;[]
евграфий;М;8;9.927016697328946e-08;;[]
евдоким;М;200;2.4817541743322365e-06;;[]
евлампий;М;300;3.7226312614983547e-06;;[]
евлогий;М;8;9.927016697328946e-08;;[]
евмен;М;4;4.963508348664473e-08;;[]
евмений;М;4;4.963508348664473e-08;;[]
евпатий;М;100;1.2408770871661182e-06;;[]
евсей;М;200;2.4817541743322365e-06;;[]
евстафий;М;100;1.2408770871661182e-06;;[]
евстахий;М;8;9.927016697328946e-08;;[]
евстигней;М;88;1.091971836706184e-06;;[]
евстрат;М;26;3.2262804266319076e-07;;[]
евстратий;М;17;2.109491048182401e-07;;[]
евтихий;М;5;6.204385435830592e-08;;[]
евфимий;М;5;6.204385435830592e-08;;[]
егор;М;45700;0.000567080828834916;;[]
егорий;М;34;4.218982096364802e-07;;[]
елизар;М;200;2.4817541743322365e-06;;[]
елисей;М;900;1.1167893784495064e-05;;[]
елистрат;М;7;8.686139610162828e-08;;[]
емельян;М;300;3.7226312614983547e-06;;[]
емилиан;М;6;7.44526252299671e-08;;[]
емилий;М;1;1.2408770871661183e-08;;[]
епифан;М;100;1.2408770871661182e-06;;[]
епифаний;М;6;7.44526252299671e-08;;[]
ераст;М;3;3.722631261498355e-08;;[]
еремей;М;200;2.4817541743322365e-06;;[]
ермак;М;3500;4.343069805081414e-05;;[]
ермил;М;87;1.0795630658345229e-06;;[]
ермила;М;2;2.4817541743322366e-08;;[]
ермилий;М;1;1.2408770871661183e-08;;[]
ермолай;М;100;1.2408770871661182e-06;;[]
ерофей;М;500;6.204385435830591e-06;;[]
ефим;М;1900;2.3576664656156247e-05;;[]
ефимий;М;9;1.1167893784495065e-07;;[]
ефрем;М;400;4.963508348664473e-06;;[]
ефремий;М;3;3.722631261498355e-08;;[]
захар;М;5000;6.204385435830592e-05;;[]
захарий;М;81;1.0051104406045559e-06;;[]
зенон;М;51;6.328473144547203e-07;;[]
зиновей;М;8;9.927016697328946e-08;;[]
зиновий;М;300;3.7226312614983547e-06;;[]
зинон;М;3;3.722631261498355e-08;;[]
зосим;М;92;1.1416069201928289e-06;;[]
зотик;М;22;2.72992959176546e-07;;[]
иаким;М;3;3.722631261498355e-08;;[]
иаков;М;32;3.9708066789315785e-07;;[]
иакинф;М;8;9.927016697328946e-08;;[]
иван;М;200000;0.0024817541743322367;;[]
ивон;М;28;3.474455844065131e-07;;[]
игнат;М;2300;2.854017300482072e-05;;[]
игнатий;М;200;2.4817541743322365e-06;;[]
игорь;М;200000;0.0024817541743322367;;[]
иероним;М;25;3.1021927179152956e-07;;[]
измаил;М;9500;0.00011788332328078124;;[]
изосим;М;4;4.963508348664473e-08;;[]
изот;М;72;8.934315027596052e-07;;[]
израиль;М;100000;0.0012408770871661183;;[]
изяслав;М;1500;1.8613156307491774e-05;;[]
иисус;М;300;3.7226312614983547e-06;;[]
иларий;М;10;1.2408770871661184e-07;;[]
иларион;М;100;1.2408770871661182e-06;;[]
илиан;М;32;3.9708066789315785e-07;;[]
илиодор;М;8;9.927016697328946e-08;;[]
илларион;М;300;3.7226312614983547e-06;;[]
илья;М;95800;0.0011887602495051412;;[]
инар;М;29;3.598543552781743e-07;;[]
иннокентий;М;1300;1.6131402133159537e-05;;[]
иоанн;М;200;2.4817541743322365e-06;;[]
иов;М;63;7.817525649146545e-07;;[]
ион;М;1800;2.233578756899013e-05;;[]
иордан;М;200;2.4817541743322365e-06;;[]
иосафат;М;2;2.4817541743322366e-08;;[]
иосип;М;16;1.9854033394657893e-07;;[]
иосиф;М;1800;2.233578756899013e-05;;[]
ипат;М;200;2.4817541743322365e-06;;[]
ипатий;М;96;1.1912420036794737e-06;;[]
ипполит;М;200;2.4817541743322365e-06;;[]
ираклий;М;500;6.204385435830591e-06;;[]
ириний;М;1;1.2408770871661183e-08;;[]
исаак;М;400;4.963508348664473e-06;;[]
исаакий;М;4;4.963508348664473e-08;;[]
исай;М;200;2.4817541743322365e-06;;[]
исак;М;300;3.7226312614983547e-06;;[]
исакий;М;5;6.204385435830592e-08;;[]
исидор;М;89;1.1043806075778453e-06;;[]
исмаил;М;2300;2.854017300482072e-05;;[]
иустин;М;5;6.204385435830592e-08;;[]
казимир;М;400;4.963508348664473e-06;;[]
калистрат;М;17;2.109491048182401e-07;;[]
каллиник;М;5;6.204385435830592e-08;;[]
каллистрат;М;77;9.55475357117911e-07;;[]
капитон;М;200;2.4817541743322365e-06;;[]
карл;М;1100;1.36496479588273e-05;;[]
карп;М;600;7.4452625229967095e-06;;[]
касьян;М;800;9.927016697328946e-06;;[]
кий;М;200;2.4817541743322365e-06;;[]
киприан;М;14;1.7372279220325655e-07;;[]
кир;М;1400;1.7372279220325655e-05;;[]
кириак;М;16;1.9854033394657893e-07;;[]
кирилл;М;74600;0.0009256943070259242;;[]
кирсан;М;67;8.313876484012993e-07;;[]
кирьяк;М;78;9.678841279895723e-07;;[]
кирьян;М;200;2.4817541743322365e-06;;[]
клавдий;М;100;1.2408770871661182e-06;;[]
клим;М;1900;2.3576664656156247e-05;;[]
климент;М;500;6.204385435830591e-06;;[]
климентий;М;100;1.2408770871661182e-06;;[]
кондрат;М;500;6.204385435830591e-06;;[]
кондратий;М;100;1.2408770871661182e-06;;[]
конкордий;М;1;1.2408770871661183e-08;;[]
конон;М;400;4.963508348664473e-06;;[]
константин;М;68400;0.000848759927621625;;[]
корней;М;300;3.7226312614983547e-06;;[]
корнелий;М;44;5.45985918353092e-07;;[]
корнил;М;62;7.693437940429933e-07;;[]
корнилий;М;200;2.4817541743322365e-06;;[]
краснослав;М;4;4.963508348664473e-08;;[]
ксенофонт;М;30;3.722631261498355e-07;;[]
кузьма;М;1200;1.4890525045993419e-05;;[]
куприян;М;200;2.4817541743322365e-06;;[]
лавр;М;300;3.7226312614983547e-06;;[]
лаврен;М;12;1.489052504599342e-07;;[]
лаврентий;М;500;6.204385435830591e-06;;[]
ладислав;М;98;1.2160595454227958e-06;;[]
лазарь;М;600;7.4452625229967095e-06;;[]
ларион;М;93;1.15401569106449e-06;;[]
леандр;М;2;2.4817541743322366e-08;;[]
лев;М;9000;0.00011167893784495065;;[]
левкий;М;3;3.722631261498355e-08;;[]
левон;М;1000;1.2408770871661182e-05;;[]
левонтий;М;4;4.963508348664473e-08;;[]
леон;М;48900;0.0006067888956242318;;[]
леонард;М;300;3.7226312614983547e-06;;[]
леонид;М;26200;0.000325109796837523;;[]
леонтий;М;400;4.963508348664473e-06;;[]
ливерий;М;2;2.4817541743322366e-08;;[]
логвин;М;400;4.963508348664473e-06;;[]
логин;М;300;3.7226312614983547e-06;;[]
лонгин;М;89;1.1043806075778453e-06;;[]
лука;М;1900;2.3576664656156247e-05;;[]
лукиан;М;8;9.927016697328946e-08;;[]
лукьян;М;200;2.4817541743322365e-06;;[]
любим;М;1400;1.7372279220325655e-05;;[]
любомир;М;1500;1.8613156307491774e-05;;[]
маврикий;М;7800;9.678841279895723e-05;;[]
майор;М;1500;1.8613156307491774e-05;;[]
макар;М;2500;3.102192717915296e-05;;[]
макарий;М;45;5.583946892247532e-07;;[]
макс;М;58500;0.0007259130959921792;;[]
максим;М;200000;0.0024817541743322367;;[]
максимиан;М;5;6.204385435830592e-08;;[]
максимилиан;М;200;2.4817541743322365e-06;;[]
максимильян;М;100;1.2408770871661182e-06;;[]
малх;М;8;9.927016697328946e-08;;[]
мануил;М;21;2.605841883048848e-07;;[]
мардарий;М;5;6.204385435830592e-08;;[]
мариан;М;200;2.4817541743322365e-06;;[]
марк;М;10500;0.0001302920941524424;;[]
маркел;М;94;1.1664244619361513e-06;;[]
маркиан;М;6;7.44526252299671e-08;;[]
маркиян;М;38;4.7153329312312494e-07;;[]
март;М;600;7.4452625229967095e-06;;[]
мартимьян;М;3;3.722631261498355e-08;;[]
мартин;М;3800;4.7153329312312493e-05;;[]
мартиниан;М;2;2.4817541743322366e-08;;[]
мартирий;М;2;2.4817541743322366e-08;;[]
мартын;М;900;1.1167893784495064e-05;;[]
мартьян;М;81;1.0051104406045559e-06;;[]
матвей;М;9200;0.00011416069201928288;;[]
мелентий;М;30;3.722631261498355e-07;;[]
мелетий;М;10;1.2408770871661184e-07;;[]
мелитон;М;8;9.927016697328946e-08;;[]
меркул;М;12;1.489052504599342e-07;;[]
меркурий;М;800;9.927016697328946e-06;;[]
мефодий;М;200;2.4817541743322365e-06;;[]
мечислав;М;100;1.2408770871661182e-06;;[]
микола;М;5000;6.204385435830592e-05;;[]
миколай;М;69;8.562051901446216e-07;;[]
милан;М;60600;0.0007519715148226677;;[]
милий;М;91;1.1291981493211677e-06;;[]
милослав;М;28;3.474455844065131e-07;;[]
минай;М;38;4.7153329312312494e-07;;[]
миролюб;М;15;1.8613156307491775e-07;;[]
мирон;М;1600;1.9854033394657892e-05;;[]
мирослав;М;2500;3.102192717915296e-05;;[]
митрофан;М;200;2.4817541743322365e-06;;[]
митрофаний;М;2;2.4817541743322366e-08;;[]
михаил;М;100000;0.0012408770871661183;;[]
михайло;М;3300;4.0948943876481906e-05;;[]
михей;М;400;4.963508348664473e-06;;[]
модест;М;200;2.4817541743322365e-06;;[]
моисей;М;400;4.963508348664473e-06;;[]
мокей;М;100;1.2408770871661182e-06;;[]
мокий;М;27;3.3503681353485196e-07;;[]
мстислав;М;300;3.7226312614983547e-06;;[]
назар;М;89000;0.0011043806075778453;;[]
назарий;М;4000;4.963508348664473e-05;;[]
наполеон;М;1000;1.2408770871661182e-05;;[]
настас;М;915;1.1354025347569982e-05;;[]
настасий;М;142;1.762045463775888e-06;;[]
натан;М;3000;3.722631261498355e-05;;[]
наум;М;4000;4.963508348664473e-05;;[]
нектарий;М;80;9.927016697328947e-07;;[]
нестер;М;4000;4.963508348664473e-05;;[]
нестор;М;5000;6.204385435830592e-05;;[]
нефед;М;200;2.4817541743322365e-06;нефёд;[]
никандр;М;973;1.207373405812633e-05;;[]
никанор;М;2000;2.4817541743322365e-05;;[]
никифор;М;2000;2.4817541743322365e-05;;[]
никодим;М;2000;2.4817541743322365e-05;;[]
николай;М;2000000;0.024817541743322367;;[]
никон;М;3000;3.722631261498355e-05;;[]
нил;М;4000;4.963508348664473e-05;;[]
нифонт;М;948;1.1763514786334802e-05;;[]
ной;М;7000;8.686139610162828e-05;;[]
октавиан;М;955;1.185037618243643e-05;;[]
октавий;М;46;5.708034600964144e-07;;[]
октябрин;М;81;1.0051104406045559e-06;;[]
олег;М;2000000;0.024817541743322367;;[]
олимпий;М;888;1.101898853403513e-05;;[]
онисим;М;533;6.61387487459541e-06;;[]
онуфрий;М;1000;1.2408770871661182e-05;;[]
орест;М;10000;0.00012408770871661184;;[]
орион;М;7000;8.686139610162828e-05;;[]
осип;М;2000;2.4817541743322365e-05;;[]
остап;М;14000;0.00017372279220325657;;[]
остромир;М;753;9.34380446636087e-06;;[]
павел;М;1000000;0.012408770871661184;;[]
павлин;М;2000;2.4817541743322365e-05;;[]
паисий;М;1000;1.2408770871661182e-05;;[]
палладий;М;350;4.343069805081414e-06;;[]
памфил;М;49;6.080297727113979e-07;;[]
памфилий;М;19;2.3576664656156247e-07;;[]
панкрат;М;2000;2.4817541743322365e-05;;[]
панкратий;М;678;8.413146650986282e-06;;[]
пантелей;М;2000;2.4817541743322365e-05;;[]
пантелеймон;М;1000;1.2408770871661182e-05;;[]
пантелимон;М;63;7.817525649146545e-07;;[]
панфил;М;1000;1.2408770871661182e-05;;[]
панфилий;М;74;9.182490445029275e-07;;[]
парамон;М;2000;2.4817541743322365e-05;;[]
пармен;М;83;1.0299279823478783e-06;пармён;[]
парфен;М;1000;1.2408770871661182e-05;парфён;[]
парфений;М;356;4.417522430311381e-06;;[]
парфентий;М;66;8.189788775296381e-07;;[]
патапий;М;1;1.2408770871661183e-08;;[]
патрикей;М;221;2.7423383626371213e-06;;[]
патрикий;М;27;3.3503681353485196e-07;;[]
пафнутий;М;913;1.132920780582666e-05;;[]
пахом;М;2000;2.4817541743322365e-05;;[]
пахомий;М;83;1.0299279823478783e-06;;[]
пегас;М;3000;3.722631261498355e-05;;[]
перфилий;М;24;2.978105009198684e-07;;[]
петр;М;335000;0.004156938242006496;пётр;[]
пимен;М;1000;1.2408770871661182e-05;;[]
платон;М;11000;0.00013649647958827301;;[]
полиевкт;М;28;3.474455844065131e-07;;[]
полиект;М;27;3.3503681353485196e-07;;[]
поликарп;М;2000;2.4817541743322365e-05;;[]
поликарпий;М;16;1.9854033394657893e-07;;[]
полинарий;М;12;1.489052504599342e-07;;[]
порфир;М;86;1.0671542949628617e-06;;[]
порфирий;М;1000;1.2408770871661182e-05;;[]
потап;М;4000;4.963508348664473e-05;;[]
пров;М;2000;2.4817541743322365e-05;;[]
прокл;М;925;1.1478113056286595e-05;;[]
прокоп;М;3000;3.722631261498355e-05;;[]
прокопий;М;1000;1.2408770871661182e-05;;[]
прокофий;М;1000;1.2408770871661182e-05;;[]
протас;М;3000;3.722631261498355e-05;;[]
протасий;М;30;3.722631261498355e-07;;[]
прохор;М;9000;0.00011167893784495065;;[]
радий;М;3000;3.722631261498355e-05;;[]
радимир;М;468;5.807304767937434e-06;;[]
радислав;М;3000;3.722631261498355e-05;;[]
радомир;М;2000;2.4817541743322365e-05;;[]
разумник;М;84;1.0423367532195393e-06;;[]
ратибор;М;3000;3.722631261498355e-05;;[]
ратмир;М;8000;9.927016697328946e-05;;[]
рафаил;М;6000;7.44526252299671e-05;;[]
рем;М;5000;6.204385435830592e-05;;[]
ренат;М;63000;0.0007817525649146545;;[]
рим;М;234000;0.0029036523839687167;;[]
роберт;М;56000;0.0006948911688130263;;[]
родион;М;44000;0.0005459859183530921;;[]
родислав;М;138;1.7124103802892432e-06;;[]
роман;М;1000000;0.012408770871661184;;[]
ромил;М;423;5.24891007871268e-06;;[]
ростислав;М;51000;0.0006328473144547204;;[]
рубен;М;9000;0.00011167893784495065;;[]
рувим;М;824;1.0224827198248815e-05;;[]
рувин;М;43;5.335771474814308e-07;;[]
руслан;М;948000;0.011763514786334802;;[]
рюрик;М;2000;2.4817541743322365e-05;;[]
савва;М;9000;0.00011167893784495065;;[]
савватей;М;38;4.7153329312312494e-07;;[]
савватий;М;764;9.480300945949144e-06;;[]
савелий;М;20000;0.0002481754174332237;;[]
саверий;М;20;2.4817541743322367e-07;;[]
савел;М;167;2.0722647355674173e-06;;[]
самойла;М;11;1.36496479588273e-07;;[]
самсон;М;6000;7.44526252299671e-05;;[]
самуил;М;3000;3.722631261498355e-05;;[]
светислав;М;73;9.058402736312664e-07;;[]
светозар;М;2000;2.4817541743322365e-05;;[]
свирид;М;4000;4.963508348664473e-05;;[]
святогор;М;2000;2.4817541743322365e-05;;[]
святополк;М;1000;1.2408770871661182e-05;;[]
святослав;М;50000;0.0006204385435830592;;[]
севастиан;М;75;9.306578153745887e-07;;[]
севастьян;М;2000;2.4817541743322365e-05;;[]
север;М;22000;0.00027299295917654603;;[]
северин;М;10000;0.00012408770871661184;;[]
северьян;М;247;3.064966405300312e-06;;[]
селиван;М;1000;1.2408770871661182e-05;;[]
селиверст;М;761;9.44307463333416e-06;селивёрст;[]
селифан;М;33;4.0948943876481905e-07;;[]
семен;М;169000;0.00209708227731074;семён;[]
серапион;М;117;1.4518261919843584e-06;;[]
серафим;М;7000;8.686139610162828e-05;;[]
сергей;М;5000000;0.062043854358305915;;[]
сергий;М;32000;0.00039708066789315784;;[]
сидор;М;7000;8.686139610162828e-05;;[]
силантий;М;934;1.1589791994131544e-05;;[]
сильван;М;892;1.1068623617521775e-05;;[]
сильверст;М;2;2.4817541743322366e-08;сильвёрст;[]
сильвестр;М;2000;2.4817541743322365e-05;;[]
сильвий;М;2;2.4817541743322366e-08;;[]
симеон;М;2000;2.4817541743322365e-05;;[]
симон;М;8000;9.927016697328946e-05;;[]
славий;М;63;7.817525649146545e-07;;[]
созон;М;92;1.1416069201928289e-06;;[]
созонт;М;50;6.204385435830591e-07;;[]
созонтий;М;18;2.233578756899013e-07;;[]
сократ;М;5000;6.204385435830592e-05;;[]
соломон;М;5000;6.204385435830592e-05;;[]
софон;М;750;9.306578153745887e-06;;[]
софоний;М;20;2.4817541743322367e-07;;[]
софрон;М;846;1.049782015742536e-05;;[]
софроний;М;232;2.8788348422253945e-06;;[]
спартак;М;25000;0.0003102192717915296;;[]
спиридон;М;2000;2.4817541743322365e-05;;[]
спиридоний;М;24;2.978105009198684e-07;;[]
станимир;М;1000;1.2408770871661182e-05;;[]
станислав;М;306000;0.003797083886728322;;[]
степан;М;142000;0.001762045463775888;;[]
стефан;М;10000;0.00012408770871661184;;[]
сысой;М;587;7.283948501665114e-06;;[]
тарас;М;89000;0.0011043806075778453;;[]
тарасий;М;49;6.080297727113979e-07;;[]
теодор;М;3000;3.722631261498355e-05;;[]
терентий;М;2000;2.4817541743322365e-05;;[]
тимофей;М;81000;0.001005110440604556;;[]
тимур;М;319000;0.003958397908059917;;[]
тит;М;3000;3.722631261498355e-05;;[]
тихомир;М;874;1.0845265741831874e-05;;[]
тихон;М;12000;0.0001489052504599342;;[]
трифилий;М;22;2.72992959176546e-07;;[]
трифон;М;2000;2.4817541743322365e-05;;[]
троадий;М;5;6.204385435830592e-08;;[]
трофим;М;6000;7.44526252299671e-05;;[]
фабиан;М;530;6.576648561980427e-06;;[]
фавий;М;11;1.36496479588273e-07;;[]
фавст;М;9;1.1167893784495065e-07;;[]
фаддей;М;223;2.7671559043804437e-06;;[]
фадей;М;1000;1.2408770871661182e-05;;[]
фаста;М;128;1.5883226715726314e-06;;[]
фауст;М;2000;2.4817541743322365e-05;;[]
федос;М;785;9.740885134254028e-06;;[]
федосей;М;212;2.630659424792171e-06;;[]
федосий;М;851;1.0559864011783667e-05;;[]
федот;М;4000;4.963508348664473e-05;;[]
федотий;М;30;3.722631261498355e-07;;[]
феликс;М;23000;0.00028540173004820723;;[]
феноген;М;5;6.204385435830592e-08;;[]
феодосий;М;519;6.440152082392154e-06;;[]
феоктист;М;826;1.0249644739992136e-05;;[]
феофан;М;2000;2.4817541743322365e-05;;[]
феофил;М;135;1.6751840676742596e-06;;[]
феофилакт;М;67;8.313876484012993e-07;;[]
ферапонт;М;793;9.840155301227318e-06;;[]
филарет;М;1000;1.2408770871661182e-05;;[]
филат;М;572;7.097816938590197e-06;;[]
филимон;М;2000;2.4817541743322365e-05;;[]
филипий;М;33;4.0948943876481905e-07;;[]
филипп;М;40000;0.0004963508348664474;;[]
филогоний;М;1;1.2408770871661183e-08;;[]
филофей;М;32;3.9708066789315785e-07;;[]
фирс;М;2000;2.4817541743322365e-05;;[]
флавиан;М;43;5.335771474814308e-07;;[]
флавий;М;119;1.4766437337276808e-06;;[]
флегонт;М;93;1.15401569106449e-06;;[]
флорий;М;8;9.927016697328946e-08;;[]
фока;М;2000;2.4817541743322365e-05;;[]
фома;М;5000;6.204385435830592e-05;;[]
фотий;М;958;1.1887602495051413e-05;;[]
федор;М;166000;0.002059855964695756;фёдор;[]
фрол;М;4000;4.963508348664473e-05;;[]
харитон;М;3000;3.722631261498355e-05;;[]
харламп;М;70;8.686139610162828e-07;;[]
харлампий;М;931;1.1552565681516561e-05;;[]
хома;М;7000;8.686139610162828e-05;;[]
хрисанф;М;38;4.7153329312312494e-07;;[]
христофор;М;3000;3.722631261498355e-05;;[]
эдуард;М;279000;0.00346204707319347;;[]
элладий;М;10;1.2408770871661184e-07;;[]
эллий;М;5;6.204385435830592e-08;;[]
эллин;М;211;2.6182506539205097e-06;;[]
эмилиан;М;110;1.36496479588273e-06;;[]
эмилий;М;114;1.4145998793693748e-06;;[]
эммануил;М;2000;2.4817541743322365e-05;;[]
эраст;М;2000;2.4817541743322365e-05;;[]
эрнест;М;12000;0.0001489052504599342;;[]
эрос;М;122;1.5138700463426642e-06;;[]
ювеналий;М;1000;1.2408770871661182e-05;;[]
юлиан;М;9000;0.00011167893784495065;;[]
юлий;М;8000;9.927016697328946e-05;;[]
юрий;М;1000000;0.012408770871661184;;[]
яким;М;2000;2.4817541743322365e-05;;[]
яков;М;45000;0.0005583946892247533;;[]
январий;М;11;1.36496479588273e-07;;[]
януарий;М;651;8.07810983745143e-06;;[]
ярополк;М;1000;1.2408770871661182e-05;;[]
ярослав;М;245000;0.0030401488635569897;;[]
ясон;М;602;7.470080064740032e-06;;[]
абагор;М;5;6.204385435830592e-08;;[]
авда;М;2000;2.4817541743322365e-05;;[]
авделай;М;5;6.204385435830592e-08;;[]
авдон;М;2000;2.4817541743322365e-05;;[]
авид;М;46;5.708034600964144e-07;;[]
авундий;М;8;9.927016697328946e-08;;[]
агав;М;37;4.5912452225146374e-07;;[]
агавва;М;2;2.4817541743322366e-08;;[]
агапион;М;1;1.2408770871661183e-08;;[]
агапон;М;17;2.109491048182401e-07;;[]
агафодор;М;4;4.963508348664473e-08;;[]
аггел;М;9;1.1167893784495065e-07;;[]
аглаий;М;1;1.2408770871661183e-08;;[]
агн;М;56;6.948911688130262e-07;;[]
агний;М;52;6.452560853263815e-07;;[]
агрикола;М;13;1.6131402133159538e-07;;[]
агриппа;М;37;4.5912452225146374e-07;;[]
аетий;М;3;3.722631261498355e-08;;[]
азадан;М;6;7.44526252299671e-08;;[]
акентий;М;6;7.44526252299671e-08;;[]
акундин;М;2;2.4817541743322366e-08;;[]
акутион;М;3;3.722631261498355e-08;;[]
александрин;М;1000;1.2408770871661182e-05;;[]
алферий;М;7;8.686139610162828e-08;;[]
алфер;М;64;7.941613357863157e-07;алфёр;[]
аммон;М;51;6.328473144547203e-07;;[]
аммоний;М;45;5.583946892247532e-07;;[]
амплий;М;1;1.2408770871661183e-08;;[]
амфиан;М;3;3.722631261498355e-08;;[]
амфил;М;2;2.4817541743322366e-08;;[]
ананья;М;3;3.722631261498355e-08;;[]
ангеляр;М;2;2.4817541743322366e-08;;[]
ангий;М;6;7.44526252299671e-08;;[]
аниан;М;6;7.44526252299671e-08;;[]
анос;М;115;1.427008650241036e-06;;[]
антигон;М;7;8.686139610162828e-08;;[]
анувий;М;2;2.4817541743322366e-08;;[]
анфимий;М;2;2.4817541743322366e-08;;[]
анцифер;М;32;3.9708066789315785e-07;;[]
апеллий;М;1;1.2408770871661183e-08;;[]
аполл;М;10;1.2408770871661184e-07;;[]
апрон;М;43;5.335771474814308e-07;;[]
аристион;М;2;2.4817541743322366e-08;;[]
армений;М;26;3.2262804266319076e-07;;[]
аронос;М;1;1.2408770871661183e-08;;[]
архелай;М;2;2.4817541743322366e-08;;[]
архипп;М;27;3.3503681353485196e-07;;[]
аскалон;М;77;9.55475357117911e-07;;[]
астий;М;2;2.4817541743322366e-08;;[]
аттий;М;1;1.2408770871661183e-08;;[]
афинодор;М;19;2.3576664656156247e-07;;[]
афр;М;56;6.948911688130262e-07;;[]
афросин;М;260;3.2262804266319076e-06;;[]
аффоний;М;2;2.4817541743322366e-08;;[]
ахаик;М;1;1.2408770871661183e-08;;[]
ахила;М;10;1.2408770871661184e-07;;[]
ахилл;М;98;1.2160595454227958e-06;;[]
ахия;М;25;3.1021927179152956e-07;;[]
аэтий;М;1;1.2408770871661183e-08;;[]
бажен;М;1000;1.2408770871661182e-05;;[]
баиан;М;5;6.204385435830592e-08;;[]
белослав;М;69;8.562051901446216e-07;;[]
благослав;М;15;1.8613156307491775e-07;;[]
боримир;М;141;1.7496366929042268e-06;;[]
братислав;М;262;3.25109796837523e-06;;[]
британий;М;10;1.2408770871661184e-07;;[]
брячислав;М;10;1.2408770871661184e-07;;[]
валентион;М;1;1.2408770871661183e-08;;[]
валтасар;М;30;3.722631261498355e-07;;[]
вар;М;12000;0.0001489052504599342;;[]
варадат;М;7;8.686139610162828e-08;;[]
варак;М;33;4.0948943876481905e-07;;[]
варахиил;М;13;1.6131402133159538e-07;;[]
варвар;М;1000;1.2408770871661182e-05;;[]
варлаам;М;964;1.1962055120281381e-05;;[]
варсава;М;15;1.8613156307491775e-07;;[]
варсис;М;1;1.2408770871661183e-08;;[]
варух;М;19;2.3576664656156247e-07;;[]
василей;М;95;1.1788332328078125e-06;;[]
василид;М;2;2.4817541743322366e-08;;[]
василион;М;4;4.963508348664473e-08;;[]
василиск;М;293;3.6357698653967268e-06;;[]
василько;М;1000;1.2408770871661182e-05;;[]
васс;М;219;2.717520820893799e-06;;[]
ват;М;15000;0.00018613156307491774;;[]
вата;М;2000;2.4817541743322365e-05;;[]
вахрам;М;77;9.55475357117911e-07;;[]
вахрамей;М;8;9.927016697328946e-08;;[]
вахтисий;М;1;1.2408770871661183e-08;;[]
велизарий;М;8;9.927016697328946e-08;;[]
вендимиан;М;2;2.4817541743322366e-08;;[]
венерий;М;4;4.963508348664473e-08;;[]
венир;М;164;2.035038422952434e-06;;[]
